,true,persist_pred,arima_pred
2020-02-04 02:50:00,904.9,905.2,891.6574460625744
2020-02-04 02:55:00,896.61,904.9,891.6574460625744
2020-02-04 03:00:00,901.27,896.61,891.6574460625744
2020-02-04 03:05:00,896.41,901.27,891.6574460625744
2020-02-04 03:10:00,908.46,896.41,891.6574460625744
2020-02-04 03:15:00,896.68,908.46,891.6574460625744
2020-02-04 03:20:00,895.54,896.68,891.6574460625744
2020-02-04 03:25:00,905.16,895.54,891.6574460625744
2020-02-04 03:30:00,901.11,905.16,891.6574460625744
2020-02-04 03:35:00,897.78,901.11,891.6574460625744
2020-02-04 03:40:00,896.41,897.78,891.6574460625744
2020-02-04 03:45:00,902.84,896.41,891.6574460625744
2020-02-04 03:50:00,907.29,902.84,891.6574460625744
2020-02-04 03:55:00,909.28,907.29,891.6574460625744
2020-02-04 04:00:00,900.09,909.28,891.6574460625744
2020-02-04 04:05:00,904.56,900.09,891.6574460625744
2020-02-04 04:10:00,903.34,904.56,891.6574460625744
2020-02-04 04:15:00,894.81,903.34,891.6574460625744
2020-02-04 04:20:00,903.28,894.81,891.6574460625744
2020-02-04 04:25:00,889.96,903.28,891.6574460625744
2020-02-04 04:30:00,898.54,889.96,891.6574460625744
2020-02-04 04:35:00,903.63,898.54,891.6574460625744
2020-02-04 04:40:00,898.51,903.63,891.6574460625744
2020-02-04 04:45:00,903.1,898.51,891.6574460625744
2020-02-04 04:50:00,907.57,903.1,891.6574460625744
2020-02-04 04:55:00,903.84,907.57,891.6574460625744
2020-02-04 05:00:00,901.63,903.84,891.6574460625744
2020-02-04 05:05:00,906.92,901.63,891.6574460625744
2020-02-04 05:10:00,884.02,906.92,891.6574460625744
2020-02-04 05:15:00,917.67,884.02,891.6574460625744
2020-02-04 05:20:00,901.98,917.67,891.6574460625744
2020-02-04 05:25:00,891.49,901.98,891.6574460625744
2020-02-04 05:30:00,900.54,891.49,891.6574460625744
2020-02-04 05:35:00,884.64,900.54,891.6574460625744
2020-02-04 05:40:00,899.22,884.64,891.6574460625744
2020-02-04 05:45:00,922.97,899.22,891.6574460625744
2020-02-04 05:50:00,888.44,922.97,891.6574460625744
2020-02-04 05:55:00,933.01,888.44,891.6574460625744
2020-02-04 06:00:00,913.47,933.01,891.6574460625744
2020-02-04 06:05:00,866.56,913.47,891.6574460625744
2020-02-04 06:10:00,869.12,866.56,891.6574460625744
2020-02-04 06:15:00,938.65,869.12,891.6574460625744
2020-02-04 06:20:00,889.51,938.65,891.6574460625744
2020-02-04 06:25:00,886.3,889.51,891.6574460625744
2020-02-04 06:30:00,915.6,886.3,891.6574460625744
2020-02-04 06:35:00,904.81,915.6,891.6574460625744
2020-02-04 06:40:00,897.11,904.81,891.6574460625744
2020-02-04 06:45:00,891.09,897.11,891.6574460625744
2020-02-04 06:50:00,898.62,891.09,891.6574460625744
2020-02-04 06:55:00,889.53,898.62,891.6574460625744
2020-02-04 07:00:00,886.97,889.53,891.6574460625744
2020-02-04 07:05:00,880.74,886.97,891.6574460625744
2020-02-04 07:10:00,876.36,880.74,891.6574460625744
2020-02-04 07:15:00,890.39,876.36,891.6574460625744
2020-02-04 07:20:00,890.96,890.39,891.6574460625744
2020-02-04 07:25:00,879.57,890.96,891.6574460625744
2020-02-04 07:30:00,893.07,879.57,891.6574460625744
2020-02-04 07:35:00,882.02,893.07,891.6574460625744
2020-02-04 07:40:00,891.77,882.02,891.6574460625744
2020-02-04 07:45:00,886.3,891.77,891.6574460625744
2020-02-04 07:50:00,894.35,886.3,891.6574460625744
2020-02-04 07:55:00,889.56,894.35,891.6574460625744
2020-02-04 08:00:00,881.66,889.56,891.6574460625744
2020-02-04 08:05:00,886.79,881.66,891.6574460625744
2020-02-04 08:10:00,893.08,886.79,891.6574460625744
2020-02-04 08:15:00,891.36,893.08,891.6574460625744
2020-02-04 08:20:00,888.41,891.36,891.6574460625744
2020-02-04 08:25:00,897.97,888.41,891.6574460625744
2020-02-04 08:30:00,899.63,897.97,891.6574460625744
2020-02-04 08:35:00,899.04,899.63,891.6574460625744
2020-02-04 08:40:00,880.13,899.04,891.6574460625744
2020-02-04 08:45:00,895.31,880.13,891.6574460625744
2020-02-04 08:50:00,900.99,895.31,891.6574460625744
2020-02-04 08:55:00,904.35,900.99,891.6574460625744
2020-02-04 09:00:00,885.74,904.35,891.6574460625744
2020-02-04 09:05:00,892.82,885.74,891.6574460625744
2020-02-04 09:10:00,888.77,892.82,891.6574460625744
2020-02-04 09:15:00,884.24,888.77,891.6574460625744
2020-02-04 09:20:00,900.83,884.24,891.6574460625744
2020-02-04 09:25:00,910.02,900.83,891.6574460625744
2020-02-04 09:30:00,900.52,910.02,891.6574460625744
2020-02-04 09:35:00,883.45,900.52,891.6574460625744
2020-02-04 09:40:00,888.91,883.45,891.6574460625744
2020-02-04 09:45:00,882.86,888.91,891.6574460625744
2020-02-04 09:50:00,885.94,882.86,891.6574460625744
2020-02-04 09:55:00,884.34,885.94,891.6574460625744
2020-02-04 10:00:00,905.39,884.34,891.6574460625744
2020-02-04 10:05:00,910.31,905.39,891.6574460625744
2020-02-04 10:10:00,905.4,910.31,891.6574460625744
2020-02-04 10:15:00,899.74,905.4,891.6574460625744
2020-02-04 10:20:00,885.87,899.74,891.6574460625744
2020-02-04 10:25:00,881.36,885.87,891.6574460625744
2020-02-04 10:30:00,889.35,881.36,891.6574460625744
2020-02-04 10:35:00,887.32,889.35,891.6574460625744
2020-02-04 10:40:00,890.06,887.32,891.6574460625744
2020-02-04 10:45:00,888.53,890.06,891.6574460625744
2020-02-04 10:50:00,903.98,888.53,891.6574460625744
2020-02-04 10:55:00,901.81,903.98,891.6574460625744
2020-02-04 11:00:00,901.82,901.81,891.6574460625744
2020-02-04 11:05:00,897.76,901.82,891.6574460625744
2020-02-04 11:10:00,898.21,897.76,891.6574460625744
2020-02-04 11:15:00,898.68,898.21,891.6574460625744
2020-02-04 11:20:00,886.83,898.68,891.6574460625744
2020-02-04 11:25:00,896.77,886.83,891.6574460625744
2020-02-04 11:30:00,892.94,896.77,891.6574460625744
2020-02-04 11:35:00,888.32,892.94,891.6574460625744
2020-02-04 11:40:00,894.57,888.32,891.6574460625744
2020-02-04 11:45:00,888.66,894.57,891.6574460625744
2020-02-04 11:50:00,901.5,888.66,891.6574460625744
2020-02-04 11:55:00,892.42,901.5,891.6574460625744
2020-02-04 12:00:00,887.56,892.42,891.6574460625744
2020-02-04 12:05:00,888.32,887.56,891.6574460625744
2020-02-04 12:10:00,905.71,888.32,891.6574460625744
2020-02-04 12:15:00,891.54,905.71,891.6574460625744
2020-02-04 12:20:00,887.06,891.54,891.6574460625744
2020-02-04 12:25:00,885.87,887.06,891.6574460625744
2020-02-04 12:30:00,889.11,885.87,891.6574460625744
2020-02-04 12:35:00,904.72,889.11,891.6574460625744
2020-02-04 12:40:00,895.16,904.72,891.6574460625744
2020-02-04 12:45:00,912.6,895.16,891.6574460625744
2020-02-04 12:50:00,893.11,912.6,891.6574460625744
2020-02-04 12:55:00,893.99,893.11,891.6574460625744
2020-02-04 13:00:00,887.48,893.99,891.6574460625744
2020-02-04 13:05:00,893.18,887.48,891.6574460625744
2020-02-04 13:10:00,885.28,893.18,891.6574460625744
2020-02-04 13:15:00,887.83,885.28,891.6574460625744
2020-02-04 13:20:00,896.14,887.83,891.6574460625744
2020-02-04 13:25:00,898.05,896.14,891.6574460625744
2020-02-04 13:30:00,896.01,898.05,891.6574460625744
2020-02-04 13:35:00,878.93,896.01,891.6574460625744
2020-02-04 13:40:00,902.0,878.93,891.6574460625744
2020-02-04 13:45:00,891.79,902.0,891.6574460625744
2020-02-04 13:50:00,896.24,891.79,891.6574460625744
2020-02-04 13:55:00,894.42,896.24,891.6574460625744
2020-02-04 14:00:00,894.27,894.42,891.6574460625744
2020-02-04 14:05:00,890.55,894.27,891.6574460625744
2020-02-04 14:10:00,885.4,890.55,891.6574460625744
2020-02-04 14:15:00,884.08,885.4,891.6574460625744
2020-02-04 14:20:00,906.42,884.08,891.6574460625744
2020-02-04 14:25:00,900.53,906.42,891.6574460625744
2020-02-04 14:30:00,889.54,900.53,891.6574460625744
2020-02-04 14:35:00,883.08,889.54,891.6574460625744
2020-02-04 14:40:00,890.64,883.08,891.6574460625744
2020-02-04 14:45:00,876.12,890.64,891.6574460625744
2020-02-04 14:50:00,882.41,876.12,891.6574460625744
2020-02-04 14:55:00,890.53,882.41,891.6574460625744
2020-02-04 15:00:00,907.24,890.53,891.6574460625744
2020-02-04 15:05:00,895.32,907.24,891.6574460625744
2020-02-04 15:10:00,896.64,895.32,891.6574460625744
2020-02-04 15:15:00,894.24,896.64,891.6574460625744
2020-02-04 15:20:00,888.97,894.24,891.6574460625744
2020-02-04 15:25:00,885.28,888.97,891.6574460625744
2020-02-04 15:30:00,885.09,885.28,891.6574460625744
2020-02-04 15:35:00,889.75,885.09,891.6574460625744
2020-02-04 15:40:00,894.37,889.75,891.6574460625744
2020-02-04 15:45:00,876.68,894.37,891.6574460625744
2020-02-04 15:50:00,875.26,876.68,891.6574460625744
2020-02-04 15:55:00,894.22,875.26,891.6574460625744
2020-02-04 16:00:00,865.2,894.22,891.6574460625744
2020-02-04 16:05:00,880.99,865.2,891.6574460625744
2020-02-04 16:10:00,869.12,880.99,891.6574460625744
2020-02-04 16:15:00,882.79,869.12,891.6574460625744
2020-02-04 16:20:00,877.05,882.79,891.6574460625744
2020-02-04 16:25:00,880.95,877.05,891.6574460625744
2020-02-04 16:30:00,888.66,880.95,891.6574460625744
2020-02-04 16:35:00,893.33,888.66,891.6574460625744
2020-02-04 16:40:00,886.2,893.33,891.6574460625744
2020-02-04 16:45:00,878.91,886.2,891.6574460625744
2020-02-04 16:50:00,891.48,878.91,891.6574460625744
2020-02-04 16:55:00,877.98,891.48,891.6574460625744
2020-02-04 17:00:00,871.65,877.98,891.6574460625744
2020-02-04 17:05:00,886.76,871.65,891.6574460625744
2020-02-04 17:10:00,885.51,886.76,891.6574460625744
2020-02-04 17:15:00,883.47,885.51,891.6574460625744
2020-02-04 17:20:00,889.74,883.47,891.6574460625744
2020-02-04 17:25:00,882.02,889.74,891.6574460625744
2020-02-04 17:30:00,879.87,882.02,891.6574460625744
2020-02-04 17:35:00,878.62,879.87,891.6574460625744
2020-02-04 17:40:00,879.37,878.62,891.6574460625744
2020-02-04 17:45:00,880.3,879.37,891.6574460625744
2020-02-04 17:50:00,895.9,880.3,891.6574460625744
2020-02-04 17:55:00,883.74,895.9,891.6574460625744
2020-02-04 18:00:00,884.82,883.74,891.6574460625744
2020-02-04 18:05:00,887.03,884.82,891.6574460625744
2020-02-04 18:10:00,886.65,887.03,891.6574460625744
2020-02-04 18:15:00,881.52,886.65,891.6574460625744
2020-02-04 18:20:00,884.82,881.52,891.6574460625744
2020-02-04 18:25:00,892.96,884.82,891.6574460625744
2020-02-04 18:30:00,901.4,892.96,891.6574460625744
2020-02-04 18:35:00,898.64,901.4,891.6574460625744
2020-02-04 18:40:00,908.79,898.64,891.6574460625744
2020-02-04 18:45:00,882.79,908.79,891.6574460625744
2020-02-04 18:50:00,890.91,882.79,891.6574460625744
2020-02-04 18:55:00,895.43,890.91,891.6574460625744
2020-02-04 19:00:00,899.13,895.43,891.6574460625744
2020-02-04 19:05:00,910.01,899.13,891.6574460625744
2020-02-04 19:10:00,900.72,910.01,891.6574460625744
2020-02-04 19:15:00,891.93,900.72,891.6574460625744
2020-02-04 19:20:00,887.7,891.93,891.6574460625744
2020-02-04 19:25:00,895.96,887.7,891.6574460625744
2020-02-04 19:30:00,922.82,895.96,891.6574460625744
2020-02-04 19:35:00,887.41,922.82,891.6574460625744
2020-02-04 19:40:00,893.23,887.41,891.6574460625744
2020-02-04 19:45:00,898.99,893.23,891.6574460625744
2020-02-04 19:50:00,877.64,898.99,891.6574460625744
2020-02-04 19:55:00,875.71,877.64,891.6574460625744
2020-02-04 20:00:00,915.9,875.71,891.6574460625744
2020-02-04 20:05:00,920.12,915.9,891.6574460625744
2020-02-04 20:10:00,917.72,920.12,891.6574460625744
2020-02-04 20:15:00,893.44,917.72,891.6574460625744
2020-02-04 20:20:00,873.83,893.44,891.6574460625744
2020-02-04 20:25:00,887.1,873.83,891.6574460625744
2020-02-04 20:30:00,902.46,887.1,891.6574460625744
2020-02-04 20:35:00,894.73,902.46,891.6574460625744
2020-02-04 20:40:00,882.19,894.73,891.6574460625744
2020-02-04 20:45:00,877.94,882.19,891.6574460625744
2020-02-04 20:50:00,897.5,877.94,891.6574460625744
2020-02-04 20:55:00,890.06,897.5,891.6574460625744
2020-02-04 21:00:00,885.94,890.06,891.6574460625744
2020-02-04 21:05:00,882.34,885.94,891.6574460625744
2020-02-04 21:10:00,899.78,882.34,891.6574460625744
2020-02-04 21:15:00,880.79,899.78,891.6574460625744
2020-02-04 21:20:00,885.07,880.79,891.6574460625744
2020-02-04 21:25:00,891.17,885.07,891.6574460625744
2020-02-04 21:30:00,885.51,891.17,891.6574460625744
2020-02-04 21:35:00,902.44,885.51,891.6574460625744
2020-02-04 21:40:00,884.39,902.44,891.6574460625744
2020-02-04 21:45:00,877.56,884.39,891.6574460625744
2020-02-04 21:50:00,885.87,877.56,891.6574460625744
2020-02-04 21:55:00,909.17,885.87,891.6574460625744
2020-02-04 22:00:00,890.73,909.17,891.6574460625744
2020-02-04 22:05:00,888.97,890.73,891.6574460625744
2020-02-04 22:10:00,885.89,888.97,891.6574460625744
2020-02-04 22:15:00,884.27,885.89,891.6574460625744
2020-02-04 22:20:00,883.88,884.27,891.6574460625744
2020-02-04 22:25:00,892.96,883.88,891.6574460625744
2020-02-04 22:30:00,899.73,892.96,891.6574460625744
2020-02-04 22:35:00,886.48,899.73,891.6574460625744
2020-02-04 22:40:00,894.38,886.48,891.6574460625744
2020-02-04 22:45:00,892.77,894.38,891.6574460625744
2020-02-04 22:50:00,888.59,892.77,891.6574460625744
2020-02-04 22:55:00,879.58,888.59,891.6574460625744
2020-02-04 23:00:00,893.96,879.58,891.6574460625744
2020-02-04 23:05:00,886.13,893.96,891.6574460625744
2020-02-04 23:10:00,880.95,886.13,891.6574460625744
2020-02-04 23:15:00,883.32,880.95,891.6574460625744
2020-02-04 23:20:00,881.96,883.32,891.6574460625744
2020-02-04 23:25:00,903.7,881.96,891.6574460625744
2020-02-04 23:30:00,886.97,903.7,891.6574460625744
2020-02-04 23:35:00,886.78,886.97,891.6574460625744
2020-02-04 23:40:00,886.51,886.78,891.6574460625744
2020-02-04 23:45:00,884.46,886.51,891.6574460625744
2020-02-04 23:50:00,901.28,884.46,891.6574460625744
2020-02-04 23:55:00,887.89,901.28,891.6574460625744
2020-02-05 00:00:00,887.07,887.89,891.6574460625744
2020-02-05 00:05:00,897.89,887.07,891.6574460625744
2020-02-05 00:10:00,910.78,897.89,891.6574460625744
2020-02-05 00:15:00,900.83,910.78,891.6574460625744
2020-02-05 00:20:00,890.84,900.83,891.6574460625744
2020-02-05 00:25:00,888.73,890.84,891.6574460625744
2020-02-05 00:30:00,918.25,888.73,891.6574460625744
2020-02-05 00:35:00,922.56,918.25,891.6574460625744
2020-02-05 00:40:00,905.95,922.56,891.6574460625744
2020-02-05 00:45:00,910.55,905.95,891.6574460625744
2020-02-05 00:50:00,915.08,910.55,891.6574460625744
2020-02-05 00:55:00,931.75,915.08,891.6574460625744
2020-02-05 01:00:00,941.36,931.75,891.6574460625744
2020-02-05 01:05:00,946.24,941.36,891.6574460625744
2020-02-05 01:10:00,937.28,946.24,891.6574460625744
2020-02-05 01:15:00,933.87,937.28,891.6574460625744
2020-02-05 01:20:00,950.35,933.87,891.6574460625744
2020-02-05 01:25:00,882.34,950.35,891.6574460625744
2020-02-05 01:30:00,898.49,882.34,891.6574460625744
2020-02-05 01:35:00,901.52,898.49,891.6574460625744
2020-02-05 01:40:00,924.82,901.52,891.6574460625744
2020-02-05 01:45:00,890.16,924.82,891.6574460625744
2020-02-05 01:50:00,923.57,890.16,891.6574460625744
2020-02-05 01:55:00,914.02,923.57,891.6574460625744
2020-02-05 02:00:00,919.51,914.02,891.6574460625744
2020-02-05 02:05:00,889.24,919.51,891.6574460625744
2020-02-05 02:10:00,882.56,889.24,891.6574460625744
2020-02-05 02:15:00,894.05,882.56,891.6574460625744
2020-02-05 02:20:00,887.98,894.05,891.6574460625744
2020-02-05 02:25:00,887.62,887.98,891.6574460625744
2020-02-05 02:30:00,879.37,887.62,891.6574460625744
2020-02-05 02:35:00,895.06,879.37,891.6574460625744
2020-02-05 02:40:00,893.22,895.06,891.6574460625744
2020-02-05 02:45:00,881.98,893.22,891.6574460625744
2020-02-05 02:50:00,881.65,881.98,891.6574460625744
2020-02-05 02:55:00,888.35,881.65,891.6574460625744
2020-02-05 03:00:00,882.0,888.35,891.6574460625744
2020-02-05 03:05:00,881.5,882.0,891.6574460625744
2020-02-05 03:10:00,884.55,881.5,891.6574460625744
2020-02-05 03:15:00,884.56,884.55,891.6574460625744
2020-02-05 03:20:00,882.87,884.56,891.6574460625744
2020-02-05 03:25:00,877.06,882.87,891.6574460625744
2020-02-05 03:30:00,884.31,877.06,891.6574460625744
2020-02-05 03:35:00,872.32,884.31,891.6574460625744
2020-02-05 03:40:00,885.06,872.32,891.6574460625744
2020-02-05 03:45:00,888.23,885.06,891.6574460625744
2020-02-05 03:50:00,881.98,888.23,891.6574460625744
2020-02-05 03:55:00,884.43,881.98,891.6574460625744
2020-02-05 04:00:00,884.32,884.43,891.6574460625744
2020-02-05 04:05:00,891.18,884.32,891.6574460625744
2020-02-05 04:10:00,902.29,891.18,891.6574460625744
